1993,90.47162162162162
1994,89.51621621621621
1995,87.33472222222223
1996,85.47324324324325
1997,99.44243243243243
1998,96.97729729729728
1999,87.76945945945945
2000,86.65729729729729
2001,84.6883783783784
2002,85.89527777777779
2003,87.17891891891891
2004,86.26378378378378
2005,85.42783783783784
2006,86.16138888888887
2007,85.26594594594594
2008,86.83888888888887
2009,85.63405405405406
2010,87.8308108108108
2011,89.01675675675676
2012,87.51432432432433
2013,87.7772972972973
2014,88.42666666666665
2015,100.59918918918919
